"organization_id","converted","updated_at","last_trial_step","last_trial_activity","trial_status","total_steps","trial_start","trial_start_week","trial_end"
"41629bc660717554fc6d57388da0e6be","1","2024-01-17 13:28:24","1","Scheduling.Shift.Created","Not Completed","3","2024-01-17 13:18:29","2024-01-14","2024-02-16 13:18:29"
"42dbc1b80837e95f5e3ef0026323f756","0","2024-01-17 15:39:18","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-17 15:27:59","2024-01-14","2024-02-16 15:27:59"
"07581e3ee4f1cdc16b8252420bf75ebe","0","2024-01-17 16:30:45","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-17 15:04:43","2024-01-14","2024-02-16 15:04:43"
"327005a3088cf52bf63c9aa95506a7dd","1","2024-01-17 18:56:07","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-13 06:35:53","2024-01-07","2024-02-12 06:35:53"
"24d1088bea91153e8cc5891a29ec81a9","1","2024-01-17 19:28:47","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-17 19:25:38","2024-01-14","2024-02-16 19:25:38"
"4855264c9b125f6a44b0e41d0ac69b43","0","2024-01-18 10:46:54","1","Scheduling.Shift.Created","Not Completed","2","2024-01-18 10:35:49","2024-01-14","2024-02-17 10:35:49"
"3bccbfc805ed21ac7468c2aad622dfa5","0","2024-01-18 11:12:34","1","Scheduling.Shift.Created","Not Completed","3","2024-01-18 11:07:54","2024-01-14","2024-02-17 11:07:54"
"201fdb4da861b1dca42349721f58f789","0","2024-01-18 14:16:07","1","Scheduling.Shift.Created","Not Completed","2","2024-01-18 14:04:38","2024-01-14","2024-02-17 14:04:38"
"2ef9430b39afae3ae8163b8e5c1b7a0a","0","2024-01-18 15:21:54","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-17 23:49:31","2024-01-14","2024-02-16 23:49:31"
"40b3483cf39f953bcd2e801d594d4f56","0","2024-01-18 17:40:14","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-18 17:33:59","2024-01-14","2024-02-17 17:33:59"
"376b786557fd2f5f48053bc7670b4cdc","0","2024-01-18 19:04:57","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-17 20:37:10","2024-01-14","2024-02-16 20:37:10"
"165aabc65ee37cad125607e6c29bb8c0","0","2024-01-18 20:23:54","1","Scheduling.Shift.Created","Not Completed","2","2024-01-18 20:19:01","2024-01-14","2024-02-17 20:19:01"
"46ddea6eb6927763a283e3e2796d1fa3","0","2024-01-18 21:37:15","1","Scheduling.Shift.Created","Not Completed","3","2024-01-18 21:31:47","2024-01-14","2024-02-17 21:31:47"
"0588b52f2df79a1d8a5de80a572a06a1","1","2024-01-18 21:55:05","1","Scheduling.Shift.Created","Not Completed","3","2024-01-18 21:51:54","2024-01-14","2024-02-17 21:51:54"
"235c4b261aa9fef704bff7150929139d","1","2024-01-19 00:26:24","3","Scheduling.Shift.Approved","Completed","7","2024-01-14 15:41:31","2024-01-14","2024-02-13 15:41:31"
"25a94a90ba1770285ffa9b4ec23cee39","0","2024-01-19 00:35:49","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-19 00:31:32","2024-01-14","2024-02-18 00:31:32"
"4a3cb55bc4ac374a861bf7dca4d7ca32","0","2024-01-19 15:31:46","1","Scheduling.Shift.Created","Not Completed","2","2024-01-19 15:25:35","2024-01-14","2024-02-18 15:25:35"
"4bcb87c90835559cddb05cf2cf8e42ec","0","2024-01-19 18:05:32","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-19 17:45:51","2024-01-14","2024-02-18 17:45:51"
"21e8a221ac5fb4c68b9d214883d910cc","0","2024-01-19 19:39:31","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-19 19:36:02","2024-01-14","2024-02-18 19:36:02"
"146a6b5398abf0b3c64eba782827393b","0","2024-01-19 22:00:11","5","Scheduling.Template.ApplyModal.Applied","Completed","5","2024-01-06 14:29:11","2023-12-31","2024-02-05 14:29:11"
"3d58206749021ea4ac0dfb61f7ae91e2","0","2024-01-20 00:32:35","1","Scheduling.Shift.Created","Not Completed","3","2024-01-09 07:16:48","2024-01-07","2024-02-08 07:16:48"
"36c764a2578e5b11c5e4367cbbe59ac0","0","2024-01-20 07:44:49","1","Scheduling.Shift.Created","Not Completed","2","2024-01-20 07:39:10","2024-01-14","2024-02-19 07:39:10"
"2359db6cb899b21d72814b8f04a6e63a","0","2024-01-20 12:50:29","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-20 12:45:39","2024-01-14","2024-02-19 12:45:39"
"453198cc5b7dd4117c13aa1adb1db4e6","0","2024-01-20 16:02:57","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-20 15:59:06","2024-01-14","2024-02-19 15:59:06"
"122a0bce59c47a7d5f6e7da4e7ba38bc","0","2024-01-20 17:25:10","0","First.Action","Not Completed","1","2024-01-20 17:23:26","2024-01-14","2024-02-19 17:23:26"
"3fff3c23e71c3ede932006c9b31a7124","0","2024-01-20 17:46:35","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-20 17:33:19","2024-01-14","2024-02-19 17:33:19"
"4aefdf8d69d2f410485dc9b858d47cb7","0","2024-01-20 17:58:44","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-20 17:50:37","2024-01-14","2024-02-19 17:50:37"
"0a671d8a4307a826360323f3bb919c1d","0","2024-01-21 00:21:49","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-20 23:51:46","2024-01-14","2024-02-19 23:51:46"
"0cca95c422a98097f0f9d199ec771d02","0","2024-01-21 03:45:06","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-21 03:15:50","2024-01-21","2024-02-20 03:15:50"
"13649e4fa1260648d6782dc18a95f8d5","0","2024-01-21 04:06:22","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-21 04:02:51","2024-01-21","2024-02-20 04:02:51"
"127fba3ac06f26994937d9e13cae3753","1","2024-01-21 10:22:22","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-21 10:13:56","2024-01-21","2024-02-20 10:13:56"
"1b25b92f9423141f15c337cda618d6bd","0","2024-01-21 18:03:54","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-21 16:01:58","2024-01-21","2024-02-20 16:01:58"
"2dfb5f187120b3db4f0ad2aed22fd2e9","0","2024-01-21 19:39:15","1","Scheduling.Shift.Created","Not Completed","2","2024-01-21 19:37:29","2024-01-21","2024-02-20 19:37:29"
"176b6b29e690185d9de6b6dbf7490ccb","0","2024-01-21 20:21:57","1","Scheduling.Shift.Created","Not Completed","2","2024-01-21 20:19:44","2024-01-21","2024-02-20 20:19:44"
"3ef51995da8403bffbd05361e2a43e8f","0","2024-01-21 21:34:42","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-21 21:29:17","2024-01-21","2024-02-20 21:29:17"
"19ee48f85a318c184e23e0d0b2a9a503","0","2024-01-22 06:19:35","2","Mobile.Schedule.Loaded","Not Completed","4","2024-01-12 07:32:13","2024-01-07","2024-02-11 07:32:13"
"219dfd44d405434e4d8eb629438ca37f","0","2024-01-22 10:32:22","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-20 15:31:33","2024-01-14","2024-02-19 15:31:33"
"059f2702fd1dbf5ca8c39f26811b5571","0","2024-01-22 10:54:43","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-22 10:51:38","2024-01-21","2024-02-21 10:51:38"
"178b6ee7f39bfb7e3a6150f2e0bc2683","1","2024-01-22 12:48:38","1","Scheduling.Shift.Created","Not Completed","3","2024-01-22 12:43:53","2024-01-21","2024-02-21 12:43:53"
"274597e10df30ec79e7b8ea7666338a9","1","2024-01-22 13:29:30","1","Scheduling.Shift.Created","Not Completed","3","2024-01-22 13:25:33","2024-01-21","2024-02-21 13:25:33"
"34377961fe6d9a14d928a5545d6ff969","0","2024-01-22 14:10:03","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-22 13:58:28","2024-01-21","2024-02-21 13:58:28"
"3e6dac96321ef79b4bc5d483f27a34bd","0","2024-01-22 18:16:03","1","Scheduling.Shift.Created","Not Completed","2","2024-01-22 18:12:08","2024-01-21","2024-02-21 18:12:08"
"3bd9f7fcd2c5fd2a4d3f4670343a1656","1","2024-01-22 19:57:40","1","Scheduling.Shift.Created","Not Completed","3","2024-01-22 19:55:30","2024-01-21","2024-02-21 19:55:30"
"33a844e0e7d90de140901688a11c6b4a","0","2024-01-22 21:07:49","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-22 21:05:30","2024-01-21","2024-02-21 21:05:30"
"04577406210369010606496cd4964266","0","2024-01-23 01:03:45","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-23 00:22:32","2024-01-21","2024-02-22 00:22:32"
"1aa19170400130817b213e41d92f9f40","0","2024-01-23 09:01:56","3","Scheduling.Shift.Approved","Completed","6","2024-01-17 11:57:00","2024-01-14","2024-02-16 11:57:00"
"146ad256085c8d43a9b5895adc970588","0","2024-01-23 13:36:29","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-23 13:25:10","2024-01-21","2024-02-22 13:25:10"
"4e76bb8e72c66ac1020407778635938f","0","2024-01-23 15:12:11","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-23 12:48:57","2024-01-21","2024-02-22 12:48:57"
"3eafe5a7fb996bc93b22cf6a9bb54082","0","2024-01-23 15:59:00","2","Mobile.Schedule.Loaded","Completed","5","2024-01-22 16:04:45","2024-01-21","2024-02-21 16:04:45"
"12e5d7b5bf806ab505f3e6e801d25919","1","2024-01-23 15:59:19","2","Mobile.Schedule.Loaded","Completed","5","2024-01-23 14:41:44","2024-01-21","2024-02-22 14:41:44"
"2a97d47af3f90d6cdd8213e5ce94872f","0","2024-01-23 16:25:39","1","Scheduling.Shift.Created","Not Completed","2","2024-01-23 16:24:23","2024-01-21","2024-02-22 16:24:23"
"1b683fc2ce4b036cac0112e4c361731a","0","2024-01-23 17:28:33","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-23 17:13:09","2024-01-21","2024-02-22 17:13:09"
"3baa890965eacf3b11eb2479280f4fa2","0","2024-01-23 18:24:02","1","Scheduling.Shift.Created","Not Completed","2","2024-01-23 18:07:53","2024-01-21","2024-02-22 18:07:53"
"0b41b4e5981f058b0c5079088fc38859","0","2024-01-23 18:24:05","1","Scheduling.Shift.Created","Not Completed","2","2024-01-23 18:22:34","2024-01-21","2024-02-22 18:22:34"
"27a3ba5a0f26c072d5c8cc060f071449","1","2024-01-23 19:04:39","1","Scheduling.Shift.Created","Not Completed","4","2024-01-23 18:25:40","2024-01-21","2024-02-22 18:25:40"
"36c44b934c692ca73055302982179af3","0","2024-01-23 19:34:00","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-23 00:52:09","2024-01-21","2024-02-22 00:52:09"
"2c90c62d5ca014ebb718f1dbb1a34c28","0","2024-01-23 20:03:38","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-08 15:22:50","2024-01-07","2024-02-07 15:22:50"
"1beeac077c1a0a75c7bc1be6b3306957","0","2024-01-23 20:23:14","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-23 20:19:39","2024-01-21","2024-02-22 20:19:39"
"2c99ff6dcac314f12f172d891726bd6d","0","2024-01-23 20:25:04","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-23 20:11:09","2024-01-21","2024-02-22 20:11:09"
"1272c4aa282ca3a349f163564d8cc97c","0","2024-01-23 21:52:27","1","Scheduling.Shift.Created","Not Completed","3","2024-01-23 21:48:23","2024-01-21","2024-02-22 21:48:23"
"32e2cbaa22f1f7235196fc34f2f65d6f","0","2024-01-23 21:57:17","1","Scheduling.Shift.Created","Not Completed","3","2024-01-23 21:32:05","2024-01-21","2024-02-22 21:32:05"
"1ed57d35fd8eba96d5a48a2e6e31c52c","0","2024-01-23 23:54:23","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-23 23:16:11","2024-01-21","2024-02-22 23:16:11"
"3d3fcfa15abeb2f44fa2f38f914a472f","0","2024-01-24 10:16:37","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-23 11:16:44","2024-01-21","2024-02-22 11:16:44"
"410fea71022afb1ee2f706b42dbffb18","1","2024-01-24 12:20:09","1","Scheduling.Shift.Created","Not Completed","4","2024-01-24 12:12:43","2024-01-21","2024-02-23 12:12:43"
"0df55ae43f9a05203eb8f9356e014799","1","2024-01-24 13:29:52","1","Scheduling.Shift.Created","Not Completed","3","2024-01-24 13:24:16","2024-01-21","2024-02-23 13:24:16"
"48598a5ea58ff66d9626622be6ca353b","0","2024-01-24 15:13:05","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-24 06:57:48","2024-01-21","2024-02-23 06:57:48"
"0fff60d7e748b38f454960a8f94d5879","0","2024-01-24 16:34:16","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-24 16:03:00","2024-01-21","2024-02-23 16:03:00"
"18a8ca222933895a4bfbb9485836a751","0","2024-01-24 16:52:12","1","Scheduling.Shift.Created","Not Completed","2","2024-01-24 15:23:25","2024-01-21","2024-02-23 15:23:25"
"084d35205967ab43060ad80310eb6631","0","2024-01-24 17:08:23","1","Scheduling.Shift.Created","Not Completed","2","2024-01-24 17:05:08","2024-01-21","2024-02-23 17:05:08"
"3f14a47847fb42bbc7dc119e7e1ef588","0","2024-01-24 18:05:23","3","Scheduling.Shift.Approved","Completed","5","2024-01-03 20:40:06","2023-12-31","2024-02-02 20:40:06"
"100694c6e2da58817eec144b7faed022","0","2024-01-24 19:05:47","1","Scheduling.Shift.Created","Not Completed","2","2024-01-24 19:01:29","2024-01-21","2024-02-23 19:01:29"
"13cc5b410c03ebf963f5ad5cdc428eea","0","2024-01-24 21:56:41","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-24 21:49:26","2024-01-21","2024-02-23 21:49:26"
"288f2de30071a2182634e2c2f41b338a","0","2024-01-25 03:10:19","1","Scheduling.Shift.Created","Not Completed","3","2024-01-21 21:08:48","2024-01-21","2024-02-20 21:08:48"
"1759d5e0784ca6aa32b3d61f8418ee70","0","2024-01-25 09:23:12","1","Scheduling.Shift.Created","Not Completed","2","2024-01-25 09:19:37","2024-01-21","2024-02-24 09:19:37"
"2e59883683f9baf2a5df4bd9a615c187","0","2024-01-25 10:47:52","1","Scheduling.Shift.Created","Not Completed","2","2024-01-09 21:59:35","2024-01-07","2024-02-08 21:59:35"
"425007adc0a4965f98663f8069b656b4","0","2024-01-25 11:32:35","1","Scheduling.Shift.Created","Not Completed","2","2024-01-25 10:20:29","2024-01-21","2024-02-24 10:20:29"
"024847dac7c181bcb49c774b053ef892","1","2024-01-25 11:56:58","2","Mobile.Schedule.Loaded","Completed","5","2024-01-25 11:29:35","2024-01-21","2024-02-24 11:29:35"
"32ad1eef8744a8f8ace72a196c3c70e0","0","2024-01-25 16:28:32","5","Scheduling.Template.ApplyModal.Applied","Not Completed","3","2024-01-25 16:14:40","2024-01-21","2024-02-24 16:14:40"
"192b2a3ab31280085131b901a23c27ac","0","2024-01-25 16:50:52","1","Scheduling.Shift.Created","Not Completed","3","2024-01-25 16:45:25","2024-01-21","2024-02-24 16:45:25"
"156709300e03f232a657c8e10632ffe4","0","2024-01-25 19:05:11","1","Scheduling.Shift.Created","Not Completed","2","2024-01-25 19:02:00","2024-01-21","2024-02-24 19:02:00"
"17486251d1f60378aaa47c7028872e48","0","2024-01-25 20:51:47","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-25 20:48:13","2024-01-21","2024-02-24 20:48:13"
"1e7a8c10331acec7b5274de6db148887","0","2024-01-26 06:23:57","2","Mobile.Schedule.Loaded","Completed","5","2024-01-21 04:49:19","2024-01-21","2024-02-20 04:49:19"
"17ac337413ec01489ebdb48e9f8b4451","0","2024-01-26 09:23:29","1","Scheduling.Shift.Created","Not Completed","2","2024-01-26 09:22:37","2024-01-21","2024-02-25 09:22:37"
"37eec7c87a2f1369c28aeee3a657938e","0","2024-01-26 10:35:48","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-16 15:33:51","2024-01-14","2024-02-15 15:33:51"
"1a10cc977479b2226a5358ff13f0687a","1","2024-01-26 11:10:44","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-25 12:15:16","2024-01-21","2024-02-24 12:15:16"
"1eea5f07fcb641dccfe51cc2341a66b0","0","2024-01-26 12:07:19","5","Scheduling.Template.ApplyModal.Applied","Completed","6","2024-01-01 20:56:33","2023-12-31","2024-01-31 20:56:33"
"3612595b5d2d1c6d70a3942a93417e47","1","2024-01-26 20:22:04","1","Scheduling.Shift.Created","Not Completed","3","2024-01-26 20:17:37","2024-01-21","2024-02-25 20:17:37"
"19feca9314c2010acf2420bbe582234a","0","2024-01-27 01:25:30","1","Scheduling.Shift.Created","Not Completed","3","2024-01-17 21:51:28","2024-01-14","2024-02-16 21:51:28"
"0aa55431ab1e5c0e054e3294e7a5fe57","0","2024-01-27 11:16:38","1","Scheduling.Shift.Created","Not Completed","3","2024-01-27 11:05:39","2024-01-21","2024-02-26 11:05:39"
"2790d798ac14bcc7fb75bafb2faa18d4","1","2024-01-27 11:50:41","1","Scheduling.Shift.Created","Not Completed","3","2024-01-27 11:43:02","2024-01-21","2024-02-26 11:43:02"
"2135d4c7c03da0119ac9d6ac064adfa4","0","2024-01-27 13:19:22","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-27 13:10:23","2024-01-21","2024-02-26 13:10:23"
"144980b77ba3b1909b47767637d36c8e","0","2024-01-27 15:40:10","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-27 15:19:14","2024-01-21","2024-02-26 15:19:14"
"4ae42ece704391c2d4e958e60221f955","0","2024-01-27 15:42:20","3","Scheduling.Shift.Approved","Completed","5","2024-01-18 19:27:30","2024-01-14","2024-02-17 19:27:30"
"390596a278187083495d6710210bfaa7","0","2024-01-27 16:21:39","1","Scheduling.Shift.Created","Not Completed","3","2024-01-27 16:06:53","2024-01-21","2024-02-26 16:06:53"
"05f38cbe1b7073b25c97b3cb46dfc721","0","2024-01-27 17:08:35","4","Scheduling.Shift.AssignmentChanged","Completed","6","2024-01-15 15:59:56","2024-01-14","2024-02-14 15:59:56"
"132d8f8cabba5c8326708f1f6f9b8d35","0","2024-01-27 19:19:01","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-26 16:40:45","2024-01-21","2024-02-25 16:40:45"
"2e088facdc32e5cd02d765502f20dd91","0","2024-01-27 21:11:03","1","Scheduling.Shift.Created","Not Completed","2","2024-01-27 20:43:09","2024-01-21","2024-02-26 20:43:09"
"430fafd7c00672fb457b90822b9e2cef","0","2024-01-28 12:54:44","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-28 12:49:15","2024-01-28","2024-02-27 12:49:15"
"14db7e693b94f40856ec958665010901","0","2024-01-28 15:29:57","1","Scheduling.Shift.Created","Not Completed","2","2024-01-28 15:20:06","2024-01-28","2024-02-27 15:20:06"
"4c175f5a46b15452cfa0befc29a3c5b5","0","2024-01-28 15:30:48","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-28 15:27:54","2024-01-28","2024-02-27 15:27:54"
"0fe70647414fd8a6a14c010374ee2314","0","2024-01-28 17:11:10","5","Scheduling.Template.ApplyModal.Applied","Completed","5","2024-01-22 20:13:27","2024-01-21","2024-02-21 20:13:27"
"1d18fed87cc60f8c2a5e4c2cc3196382","0","2024-01-28 17:21:51","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-28 17:19:41","2024-01-28","2024-02-27 17:19:41"
"170752f8898bd7366e8be55577f989d2","1","2024-01-28 20:35:26","3","Scheduling.Shift.Approved","Completed","6","2024-01-12 13:03:20","2024-01-07","2024-02-11 13:03:20"
"17b714b62c9a0a2317b063eec659368f","1","2024-01-28 20:39:48","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-28 18:42:41","2024-01-28","2024-02-27 18:42:41"
"44b866c5dc09b0e1137e3c372d8bc21c","0","2024-01-28 22:37:17","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-28 22:10:05","2024-01-28","2024-02-27 22:10:05"
"4da30feb0fffe72adc71f73157168bd2","0","2024-01-28 22:55:21","1","Scheduling.Shift.Created","Not Completed","2","2024-01-28 12:37:29","2024-01-28","2024-02-27 12:37:29"
"2b80c5b0e94f758fb55c405430405a13","0","2024-01-29 04:20:04","1","Scheduling.Shift.Created","Not Completed","2","2024-01-29 04:14:05","2024-01-28","2024-02-28 04:14:05"
"41872c2ea49d7611135527b101064dbc","0","2024-01-29 12:34:27","1","Scheduling.Shift.Created","Not Completed","2","2024-01-29 12:32:27","2024-01-28","2024-02-28 12:32:27"
"36dcbde80ad1db748cc806b06ab9aacf","0","2024-01-29 13:20:27","3","Scheduling.Shift.Approved","Completed","5","2024-01-28 23:53:48","2024-01-28","2024-02-27 23:53:48"
"298c444be382a23e9fa74d678442fe70","0","2024-01-29 17:28:45","1","Scheduling.Shift.Created","Not Completed","2","2024-01-29 17:19:04","2024-01-28","2024-02-28 17:19:04"
"449d19487857f6838cd8ec87dff4e778","1","2024-01-29 19:24:50","2","Mobile.Schedule.Loaded","Not Completed","4","2024-01-29 10:38:54","2024-01-28","2024-02-28 10:38:54"
"03a4ece463246ec43cc1e86364b463d3","0","2024-01-30 00:56:00","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-05 02:45:03","2023-12-31","2024-02-04 02:45:03"
"25a6ab67f3f49c5816716387c079455c","0","2024-01-30 11:15:15","4","Scheduling.Shift.AssignmentChanged","Not Completed","4","2024-01-30 02:49:21","2024-01-28","2024-02-29 02:49:21"
"33f25d425aa204c20d860221bcc057dd","0","2024-01-30 14:01:46","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-30 13:44:21","2024-01-28","2024-02-29 13:44:21"
"2b538469d087978ee0adf9f0b8dfa3d5","0","2024-01-30 16:00:58","2","Mobile.Schedule.Loaded","Not Completed","4","2024-01-30 15:22:08","2024-01-28","2024-02-29 15:22:08"
"4d01e3a089fe05c5ec0e4441c58b9854","0","2024-01-30 17:22:35","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-30 17:15:48","2024-01-28","2024-02-29 17:15:48"
"24611a76eedb1105044c6db6043482cd","0","2024-01-30 17:34:52","1","Scheduling.Shift.Created","Not Completed","2","2024-01-30 17:33:09","2024-01-28","2024-02-29 17:33:09"
"4638576b0a02be4206badc3863f50859","0","2024-01-30 20:16:59","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-09 16:29:52","2024-01-07","2024-02-08 16:29:52"
"4eb736e6ff7851d301ae68a6aa37081a","0","2024-01-30 20:24:22","2","Mobile.Schedule.Loaded","Not Completed","4","2024-01-04 12:07:40","2023-12-31","2024-02-03 12:07:40"
"3fdb09320238e109ace6bd2e812aba71","1","2024-01-30 21:41:23","1","Scheduling.Shift.Created","Not Completed","3","2024-01-30 21:29:31","2024-01-28","2024-02-29 21:29:31"
"18104d3eed788ca3ad2a9fd8aa2a53b0","1","2024-01-30 22:35:59","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-30 21:54:44","2024-01-28","2024-02-29 21:54:44"
"093bf2982c112a1061bfe47cb4f36713","0","2024-01-31 00:11:05","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-30 23:18:41","2024-01-28","2024-02-29 23:18:41"
"1781007f3dbd01dd7af32990d8d7114c","0","2024-01-31 07:19:54","1","Scheduling.Shift.Created","Not Completed","2","2024-01-31 07:18:52","2024-01-28","2024-03-01 07:18:52"
"0b892b79d2c7bdc8fcc52f390a36f732","0","2024-01-31 07:46:48","2","Mobile.Schedule.Loaded","Not Completed","2","2024-01-31 07:43:32","2024-01-28","2024-03-01 07:43:32"
"01ec7118bdcdc09ada1647e6bd215f31","0","2024-01-31 10:13:12","3","Scheduling.Shift.Approved","Not Completed","4","2024-01-31 10:10:00","2024-01-28","2024-03-01 10:10:00"
"48f094fd67ff1c3c93274432dc37810d","0","2024-01-31 12:43:40","3","Scheduling.Shift.Approved","Not Completed","3","2024-01-31 11:55:30","2024-01-28","2024-03-01 11:55:30"
"4378b3cfc6e3f51cd0b7dabc21f7d991","0","2024-01-31 13:16:20","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-01-31 12:54:16","2024-01-28","2024-03-01 12:54:16"
"325bbe3c992bfd0f4a206ec2cb65af4d","0","2024-01-31 15:03:03","1","Scheduling.Shift.Created","Not Completed","2","2024-01-31 11:30:34","2024-01-28","2024-03-01 11:30:34"
"05a9e9bb64b24fe6e66e8936b4ed168d","0","2024-01-31 16:52:53","5","Scheduling.Template.ApplyModal.Applied","Not Completed","4","2024-01-23 12:39:45","2024-01-21","2024-02-22 12:39:45"
"4d98ca4a35ce94b72b2646e5fd130316","0","2024-01-31 18:35:14","1","Scheduling.Shift.Created","Not Completed","2","2024-01-31 18:32:59","2024-01-28","2024-03-01 18:32:59"
"21618fc8ac935e5db72c49d4070229e1","0","2024-01-31 19:18:46","4","Scheduling.Shift.AssignmentChanged","Completed","5","2024-01-26 17:42:30","2024-01-21","2024-02-25 17:42:30"
"43f092b5077d04c86290baf1126bab22","0","2024-01-31 20:00:53","1","Scheduling.Shift.Created","Not Completed","2","2024-01-31 19:55:58","2024-01-28","2024-03-01 19:55:58"
"19ebcfeff96af26e609fdbace1c56abe","0","2024-01-31 20:58:16","1","Scheduling.Shift.Created","Not Completed","3","2024-01-25 19:34:41","2024-01-21","2024-02-24 19:34:41"
"19c2dc50f6ccd7e464f1a710b1356ae4","0","2024-01-31 21:52:35","1","Scheduling.Shift.Created","Not Completed","2","2024-01-31 21:46:45","2024-01-28","2024-03-01 21:46:45"
"20b351e4c7096d49f35c59a26b733a62","0","2024-01-31 22:48:46","2","Mobile.Schedule.Loaded","Not Completed","3","2024-01-31 11:52:09","2024-01-28","2024-03-01 11:52:09"
"4597984b3f2b632a0ab982f4aa31979c","0","2024-02-01 01:02:07","1","Scheduling.Shift.Created","Not Completed","2","2024-02-01 01:00:55","2024-01-28","2024-03-02 01:00:55"
"4d06121773a8235645d342d470b451a9","0","2024-02-01 03:02:51","1","Scheduling.Shift.Created","Not Completed","2","2024-02-01 03:00:45","2024-01-28","2024-03-02 03:00:45"
"092b40c43e1fd5939accfbb61e3aac66","0","2024-02-01 04:04:59","4","Scheduling.Shift.AssignmentChanged","Not Completed","3","2024-02-01 04:01:18","2024-01-28","2024-03-02 04:01:18"
"26b23ff8af16e658bb8791457e06f639","1","2024-02-01 05:06:33","2","Mobile.Schedule.Loaded","Completed","5","2024-02-01 04:46:27","2024-01-28","2024-03-02 04:46:27"
"162d34af4a436a52b5b54899c06cb04d","1","2024-02-01 06:37:22","1","Scheduling.Shift.Created","Not Completed","3","2024-02-01 06:35:01","2024-01-28","2024-03-02 06:35:01"
"11d7d50f4e3781bbe44154d9f4cce6ea","0","2024-02-01 07:56:26","1","Scheduling.Shift.Created","Not Completed","2","2024-02-01 07:54:51","2024-01-28","2024-03-02 07:54:51"
"202126d40b02c1d3afef7e9c4be21a4e","0","2024-02-01 10:04:44","5","Scheduling.Template.ApplyModal.Applied","Completed","6","2024-01-30 23:09:54","2024-01-28","2024-02-29 23:09:54"
"099d431e236217a2206e886f8a847cf0","0","2024-02-01 11:32:53","1","Scheduling.Shift.Created","Not Completed","2","2024-02-01 11:31:26","2024-01-28","2024-03-02 11:31:26"
"44253fa2ecfd03c3e81b3dc07231bdd8","0","2024-02-01 12:57:24","2","Mobile.Schedule.Loaded","Not Completed","3","2024-02-01 12:33:38","2024-01-28","2024-03-02 12:33:38"
